text,intent
My payment is taking a long time to go through.,pending_card_payment
One of my card payments looks like it's stuck but I have made the payment days ago. How long until the payment will be applied to my account?,pending_card_payment
Why hasn't my payment gone through?,pending_card_payment
I completed a payment with my card a while ago. It's still showing up as pending. What time frame does this normally take? It doesn't appear to have worked.,pending_card_payment
My credit card payment has been in pending status for a super long time.  I don't get it.  Why is it like this?  When will it go through?,pending_card_payment
What is the meaning of a pending payment?,pending_card_payment
It's been a few days since I've tried to pay a seller but the funds aren't going through. What is happening?,pending_card_payment
I'm still waiting on a payment,pending_card_payment
A transaction on my card shows as pending.,pending_card_payment
"Hello, I made a payment with my card and it's not working. It's been a while and still says its pending. Can you tell when this will go through?",pending_card_payment
My card payment is showing pending however this transaction was a couple of days ago. Is there a reason why it it still pending?,pending_card_payment
My purchase from this morning still is pending.,pending_card_payment
How many days does a regular transaction take to complete?  I see a pending payment that hasn't changed in the last several days.,pending_card_payment
What does it mean when a payment is pending?,pending_card_payment
The purchase I made is still pending.,pending_card_payment
"There is a pending transaction on my account, what does this mean?",pending_card_payment
Is there a reason my payment is still pending?,pending_card_payment
"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me.",pending_card_payment
Why would my payment still show as pending?,pending_card_payment
Why is this payment pending?,pending_card_payment
I made a payment with my card and it hasn't changed. How long do you think this will take?,pending_card_payment
I made a card payment by my card but it failed. Please let me know when the payment will get completed as its still pending.,pending_card_payment
My purchases from this morning still have pending payments.,pending_card_payment
"There is a pending payment on my account, what does this mean?",pending_card_payment
How is my card payment still pending?,pending_card_payment
I have a payment which has not been approved.,pending_card_payment
I have a payment that is still pending,pending_card_payment
Why is my card payment still listed as pending?,pending_card_payment
What's taking so long for this payment to go through?,pending_card_payment
Why is my payment in pending status?,pending_card_payment
What does pending payment mean?,pending_card_payment
Why would my payment for my card show as pending?,pending_card_payment
Why does my payment appear as pending?,pending_card_payment
What does a 'pending payment' mean?,pending_card_payment
Why is my purchase showing as pending?,pending_card_payment
Why haven't I gotten my payment yet?,pending_card_payment
My payment is in the app but hasn't gone through yet,pending_card_payment
"My card payment is just showing up as pending since forever, what's going on with that, it should be going through at some point?",pending_card_payment
"I used my card to make a payment a while ago and its still pending, Why is it taking so long?",pending_card_payment
"Card payment is still pending, why is that the case?",pending_card_payment
I bought some things in the morning but the payment shows as pending,pending_card_payment
What is the pending payment on my card about?,pending_card_payment
"It says that my payment is pending, what does that mean?",pending_card_payment
I made a payment but it's still pending,pending_card_payment
How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move,pending_card_payment
What does it mean if it says that my payment is pending?,pending_card_payment
Card payment is showing as pending,pending_card_payment
Why is the payment I made still pending?,pending_card_payment
Is there a problem that makes my payments show pending?,pending_card_payment
Why is my card payment still a pending transaction?,pending_card_payment
Card payment still pending.,pending_card_payment
I don't know what pending transaction means.,pending_card_payment
There is a payment that has not processed.,pending_card_payment
A payment is pending,pending_card_payment
I noticed that there's a payment on my card that's pending.,pending_card_payment
There is a payment showing as pending and hasn't posted for a few days.  When will it post?,pending_card_payment
There is a payment that i made that i noticed has not gone thru yet. Can i ask why?,pending_card_payment
"My card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",pending_card_payment
I have made a card payment but it did not completed still showing as pending. Please tell me when it will be completed.,pending_card_payment
There is a payment that I made that hasn't gone through yet.,pending_card_payment
Why aren't my payment funds available to me?,pending_card_payment
I am waiting for a payment to be processed,pending_card_payment
Why is the payment from my card still pending?,pending_card_payment
Why didn't my payment process,pending_card_payment
Why are my payments not working and show pending?,pending_card_payment
Why is the payment showing as pending from things I bought this morning?,pending_card_payment
"I did a payment with my card but seem that didn't work, it's still listed as pending since a while ago. When does this actually go through?",pending_card_payment
Why hasn't my payment shown up yet?,pending_card_payment
I bought something this morning and the payment is still pending,pending_card_payment
Why is the purchase I made this morning still pending?,pending_card_payment
Why hasn't payment gone through yet?,pending_card_payment
why do I have a pending payment?,pending_card_payment
How long will my ATM withdrawal be pending?,pending_cash_withdrawal
How long does it take for a cash withdrawal to show?,pending_cash_withdrawal
I'm concerned because my cash withdrawal is pending.,pending_cash_withdrawal
Why would a cash withdrawal be pending?,pending_cash_withdrawal
Why is my cash withdrawal still showing as pending?,pending_cash_withdrawal
Why is the cash transaction still showing as not completed?,pending_cash_withdrawal
There should be a cash withdrawal that I haven't seen yet.,pending_cash_withdrawal
my cash out is still pending,pending_cash_withdrawal
Why is my cash still pending that I put in ATM?,pending_cash_withdrawal
"Hi, I tried to withdraw some money from an ATM and the machine was broken.  It says that the transaction is still in progress.  Can you double check to see what's happening? I don't want to be charged since I was not able to withdraw the money.",pending_cash_withdrawal
How long will it take for my cash withdrawal to stop pending,pending_cash_withdrawal
"My card was declined and I did not receive money from the ATM earlier, yet it show on my account that it is pending.",pending_cash_withdrawal
I got some cash in the ATM but its still pending,pending_cash_withdrawal
"I have the cash already, my account still shows up as pending.  How can my account be still pending?",pending_cash_withdrawal
Why is my cash withdrawal pending?,pending_cash_withdrawal
In my account I noticed my ATM withdrawal is still pending,pending_cash_withdrawal
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,pending_cash_withdrawal
Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.,pending_cash_withdrawal
What does pending mean on a cash withdrawal?,pending_cash_withdrawal
How is my ATM deposit not available yet?,pending_cash_withdrawal
"My cash withdrawal says pending, why?",pending_cash_withdrawal
I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.,pending_cash_withdrawal
What is a pending cash withdrawal?,pending_cash_withdrawal
Why is a transaction still pending?,pending_cash_withdrawal
how long will my cash withdrawal be pending for?,pending_cash_withdrawal
"I went to an ATM to get cash, but the app says the withdrawal is still pending. How is that possible when I already have the cash with me?",pending_cash_withdrawal
The cash I got at the ATM is still in my account.,pending_cash_withdrawal
Is the cash withdrawal going to show?,pending_cash_withdrawal
My atm withdraw is stillpending,pending_cash_withdrawal
i withdrew cash and dont see it reflected on the balance,pending_cash_withdrawal
"I removed cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
"If I have already completed a cash withdrawal at an ATM, is it normal for it to show as a pending transaction on the app?",pending_cash_withdrawal
"Hello, I have a pending transaction in my account due to an ATM machine that wasn't working. In any case if the transaction goes through, after how long can I get my money back?",pending_cash_withdrawal
Can you explain to me why a cash withdrawal shows up as pending?,pending_cash_withdrawal
Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal
Why is the pending status on my cash withdrawal taking so long?,pending_cash_withdrawal
"I have a cash withdrawal that says it's pending, why?",pending_cash_withdrawal
Should my cash withdrawal still be pending?,pending_cash_withdrawal
Why hasn't my withdrawal shown on my statement?,pending_cash_withdrawal
How are cash withdrawals pending?,pending_cash_withdrawal
What is the reason my cash withdrawal is still pending?,pending_cash_withdrawal
What does it mean if my cash withdrawal does not show up properly?,pending_cash_withdrawal
"I withdrew some cash, when is it going to show?",pending_cash_withdrawal
Why do I still have a pending cash withdrawal?,pending_cash_withdrawal
My balance is not what I thought it was following an ATM withdrawal,pending_cash_withdrawal
I tried to get cash at some ATM in the city centre earlier but the machine declined my card. I've seen it still shows up as pending in my account. Please cancel it immediately as I definitely have not received that money!,pending_cash_withdrawal
Can you let me know why my cash withdrawal is still pending?,pending_cash_withdrawal
I'm expecting to see a cash withdrawal but I'm still waiting.,pending_cash_withdrawal
When will a cash withdrawal show up?,pending_cash_withdrawal
"Hae there, I have a transaction that is in progress despite the fact that the ATM was not working, what do I do to avoid being charged?",pending_cash_withdrawal
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",pending_cash_withdrawal
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,pending_cash_withdrawal
My last ATM request did not go through due to a declined card. Please cancel the request on my account.,pending_cash_withdrawal
"Hello. I looked at my account and see that a transaction I tried to do is pending, but I did not complete that transaction. When I was at the ATM, the machine declined my card. Can you make sure that transaction does not go through because I definitely did not receive the money.",pending_cash_withdrawal
Why would a cash withdrawal still be pending?,pending_cash_withdrawal
How long does it typically take for a pending ATM withdrawal to clear?,pending_cash_withdrawal
"I tempted to get some money out of the machine earlier and it did not work.Looking now, the transaction actually shows to still be in progress. I would certainly appreciate someone look into this and let me know what's going on. I definitely do not want to be charged for money I never received.",pending_cash_withdrawal
Why does a cash withdrawal show as pending?,pending_cash_withdrawal
"My withdrawal is pending, why?",pending_cash_withdrawal
I didn't receive my money earlier and it says the transaction is still in progress. Can you fix it?,pending_cash_withdrawal
I would like to know why a withdraw I made for some cash shows up as pending.,pending_cash_withdrawal
What should I do if I see a withdrawal is pending?,pending_cash_withdrawal
Why is the cash withdrawal under pending?,pending_cash_withdrawal
Why has my withdrawal not posted?,pending_cash_withdrawal
How long does it take to verify a cash withdraw?,pending_cash_withdrawal
why isnt my cash withdrawal showing,pending_cash_withdrawal
"I Withdrew cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I received the cash already?",pending_cash_withdrawal
Why is my withdrawl to cash still pending?,pending_cash_withdrawal
I made a deposit in the ATM and it has not cleared,pending_cash_withdrawal
"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",pending_cash_withdrawal
"Hello. I have a transaction in my account listed as pending. I tried to use an ATM at the city centre, but the machine declined my card, and I did not receive the money. Why is the transaction still pending if I did not receive the money.",pending_cash_withdrawal
I tried to withdraw cash at an ATM in the city center but my card was declined. The transaction is still showing up as pending - please cancel it!,pending_cash_withdrawal
I'm pretty sure my top up is still pending.,pending_top_up
Should my top up still be pending?,pending_top_up
Can you explain to me why a top-up would still be pending?,pending_top_up
"I topped up and went to buy something, but it says that my funds are pending. Is there a way to quicken this process?",pending_top_up
Why can't I see my funds after I topped up?,pending_top_up
Did I do something incorrectly? Where is my top-up?,pending_top_up
how long are my top ups pending,pending_top_up
I am under the impression that my top up is still pending,pending_top_up
How long do top-ups take to go through,pending_top_up
"I'm waiting on a top-up, its still pending",pending_top_up
I can't find the money I just added to my account.,pending_top_up
Why is the top-up I made still pending.,pending_top_up
My top up did not complete.,pending_top_up
What is taking so long with my top up?,pending_top_up
How long after a failed topup will funds refurn to account,pending_top_up
How long will it take for my money to be deposited?,pending_top_up
Top-up is loaded into the card and no update.,pending_top_up
What happened to my Top-Up? It's not reflected.,pending_top_up
"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",pending_top_up
Where to check top ups pending?,pending_top_up
My top up hasn't gone through,pending_top_up
My top up is pending still,pending_top_up
Can you tell me why my pop-up is still pending?,pending_top_up
My top-up is still pending,pending_top_up
What is wrong with my top-up?,pending_top_up
How long does it take for a top-up?,pending_top_up
"How come my top-up didn't go through instantly, like it usually does?",pending_top_up
The top-up is broken.,pending_top_up
"Sort your top up out please! It's been pending since an hour already, can you please make this go through asap I really need the money",pending_top_up
How long does a top-up take to go through?,pending_top_up
top up not completed,pending_top_up
How long do I need to wait til my top up isn't pending?,pending_top_up
I used my card to top up but it's saying it is still pending. What does this mean?,pending_top_up
Why is my top up not completing?,pending_top_up
How long will it take for my top up to work? It's still pending,pending_top_up
What is the reason my top-up is still pending?,pending_top_up
"How long is a top up supposed to be pending, because an hour is too long! Can you fix this to go through?",pending_top_up
How long should it take for my top-up to finish? I've been waiting a while.,pending_top_up
I topped up but it isn't in my account,pending_top_up
How do I know if my top-up went through?,pending_top_up
Where are my funds? I topped off my car but it didn't seem to complete.,pending_top_up
Problem with my top up going through,pending_top_up
"Needed gas, been delayed for half an hour.Please fix it!",pending_top_up
"Is there something wrong with my top up I did an hour ago? it's still pending. I need that money, i cant afford to wait or have it come back to me.",pending_top_up
"It is still pending, I am still waiting. Your system just shows my top-up as pending. What is happening?",pending_top_up
My top up is still pending,pending_top_up
"Hello, I am a new customer, and just tried topping up for the first time. According to your information, the transaction should be instant - why does it still show as pending?",pending_top_up
"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",pending_top_up
Why hasn't my top-up finished pending yet?,pending_top_up
How do I make my top up complete?,pending_top_up
why is top up pending,pending_top_up
Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up
i have a pending top-up,pending_top_up
It's been some time since refilled the top-up.,pending_top_up
I'm not certain my top-up went through yet.,pending_top_up
It appears my top-up is still pending.,pending_top_up
how long should i expect to wait when i add money,pending_top_up
why isn't my top-up going through?,pending_top_up
My top-up appears to be pending.,pending_top_up
"Even though I added money ey to the card, I couldn't use it",pending_top_up
Is there a reason that my top-up is still pending?,pending_top_up
Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,pending_top_up
When will my top-up go through?,pending_top_up
I have a top-up that's still pending and wanted to know about it.,pending_top_up
How long does it take for a top up to go through,pending_top_up
Is there a problem with the top up system? My transaction hasn't gone through properly,pending_top_up
When will my top up process?,pending_top_up
How long will my top-up stay pending?,pending_top_up
My top up did not go through yet.,pending_top_up
I believe my top up is still pending,pending_top_up
How long does my top up pending last?,pending_top_up
I made a top up yesterday but it's still pending.,pending_top_up
I'm still waiting for my top-up to go through,pending_top_up
What's taking my top-up so long?,pending_top_up
"I'm waiting for a money transfer to show, still.",pending_transfer
Why does it show that my transfer is still pending?,pending_transfer
The seller of the items I bought online the other day hasn't received the EU transfer yet. How long do these usually take?,pending_transfer
How long is the wait for a money transfer to show up?,pending_transfer
I have a trasnger that is pending and wondered about it.,pending_transfer
I finished my transfer. I am having an issue with it still pending. It has been a long time and i'm growing impatient,pending_transfer
How long does it take for pending transfer transactions to post?,pending_transfer
I can't figure out why a transfer is still pending?,pending_transfer
Can you explain why my payment is still pending?,pending_transfer
I have not seen any changes in my account balance(s) after making a transfer.,pending_transfer
How long until transfers complete?,pending_transfer
I have a transfer that is pending.,pending_transfer
I sent payment with EU transfer and they still haven't received it. How long does it take?,pending_transfer
"So, my transfer is showing as pending, when will it actually go through?",pending_transfer
"I didn't think my country-to-country money transfer would take so long. It still says that it's pending so I re-checked all of the account information--everything seems right, so what's the deal?",pending_transfer
"Transfers can take up to one day to process before departing for the beneficiary accounts. Please confirm that you've entered your account details correctly. SEPA transfers can take up to two working days, while SWIFT transfers can take up to five working days.",pending_transfer
Why is my transfer still pending after all this time?,pending_transfer
The transfer was accepted but now it's stuck on pending. When will it go through?,pending_transfer
My payment shows that it is pending will I be charged more money?,pending_transfer
"Pending still shows on this transfer, why?",pending_transfer
I wanted to know why there is a transfer of mine pending.,pending_transfer
the transfer went through but now it has been pending for quite a while. i need this to go through already,pending_transfer
"Hi, I'm trying to transfer money from one country to another, but it's taking a long time! All the account information is right, so why is it taking so long?",pending_transfer
My transfer has been pending for a long time now. I already double checked my account info and it is correct. Why is it taking so long in 2018 to transfer money?,pending_transfer
"What does it mean when a transfer is ""pending""?",pending_transfer
What is the reason why the transfer shows as pending?,pending_transfer
"I double checked that I have the correct account details already, they're right for sure. Transfer is still pending since forever. It should not have been done so.",pending_transfer
I don't see a money transfer yet,pending_transfer
"Transfers may show up as pending for up to one day while they are processed by one of our payment processors. Then, they will depart for the beneficiary accounts. Please also double-check that you have entered the correct account details. SEPA transfers can take up to two business days, and SWIFT transfers can take up to five business days.",pending_transfer
"i put in money for vacation and its not showing. i need that money today, how long will it take",pending_transfer
I have an outgoing transfer,pending_transfer
Why is my last transfer pending?,pending_transfer
I am still waiting for a transfer to show,pending_transfer
How long does it take for a money transfer to show up?,pending_transfer
"My transfer is pending, why?",pending_transfer
Why is my transfer still pending?,pending_transfer
Why is the transfer still pending?  Can I do something?,pending_transfer
The wait for this transfer seems to be taking a very long time.  It is very important that it goes through quickly. Can you please tell me how long it may take?,pending_transfer
What am I supposed to do if the funds haven't show up from a transfer completed this morning?,pending_transfer
Do EU transfers happen quickly? I purchased something a few days ago and the seller hasn't received my money yet.,pending_transfer
"I haven't received my transfer funds yet, where are they?",pending_transfer
"Why is my transfer appearing as ""pending""?",pending_transfer
"How long does a transfer to another country normally take? I check over and over again and see that my transfer is still pending. It's 2018, nothing should take this long. I have confirmed my account information, so there is no error. What is the hold up?",pending_transfer
I have a transfer waiting.,pending_transfer
How long does it take for a transfer to finish pending?,pending_transfer
My account says I have a pending transfer.,pending_transfer
"How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent.",pending_transfer
There has been a transfer pending in my account and I wanted to know how long it is going to take to go  through.,pending_transfer
Why is it taking so long for my pending transaction to post as cleared?,pending_transfer
"Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet.",pending_transfer
Why does my transfer still say it is pending?,pending_transfer
I have a pending transaction,pending_transfer
I have a transfer that is still pending.,pending_transfer
How long do I wait for a transfer to take?,pending_transfer
I need to know why a money transfer is available.,pending_transfer
When will the transaction post to my account?,pending_transfer
Why isn't my pending transfer finished?,pending_transfer
Why does my transfer say it is pending?,pending_transfer
"The transfer finally worked, but how long does it stay pending?",pending_transfer
"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer
"How long do EU transfers take? I bought something online a couple of days ago , sent the money immediately online but the seller says it is still not there yet.",pending_transfer
when will my transfer clear,pending_transfer
When will my transfer move from pending to confirmed?,pending_transfer
"How long do transfers take, mine just says pending?",pending_transfer
How long does a transfer take?,pending_transfer
Is my transfer pending?,pending_transfer
For what reason is my transfer still pending now?,pending_transfer
What is the reason a transfer shows as pending?,pending_transfer
I sent a transfer and it has been pending for awhile. How long will it stay pending?,pending_transfer
How come I have pending transfers?,pending_transfer
Why is my transfer stuck on pending?,pending_transfer
"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?",pending_transfer
"How long do EU transfers take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",pending_transfer
I have a pending money transfer,pending_transfer
How can I reset my darned PIN number?,pin_blocked
I am locked out from entering my pin.,pin_blocked
How can I unblock my PIN?,pin_blocked
I can't input my pin again.,pin_blocked
I entered the pin incorrectly too many times and now it is blocked. Can you help?,pin_blocked
My PIN was blocked.,pin_blocked
How do I get unblocked?,pin_blocked
"
I put the wrong pin too many times and now it is blocked. Can you help me unblock it?",pin_blocked
"My card got blocked, how do I reset?",pin_blocked
"My PIN can't access my card, can you help?.",pin_blocked
I mistook my pin and now I am locked.  Can you unlock me?,pin_blocked
What do I do if I forgot my PIN?,pin_blocked
Is there a way to reset my PIN?,pin_blocked
Where do I unblock my PIN?,pin_blocked
Help me unblock my PIN.,pin_blocked
I must have entered my PIN wrong.,pin_blocked
I tried entering my pin several times incorrectly. Why isn't my pin working?,pin_blocked
I can't figure out how to unblock my pin number. Can you help me?,pin_blocked
I punched in the wrong pin too many times and I'm locked out.,pin_blocked
I entered a wrong PIN too many times. How can I fix this?,pin_blocked
"
How do I unblock my PIN?",pin_blocked
My PIN isn't working.,pin_blocked
"My PIN is locked, how do I unlock it?",pin_blocked
I accidentally exceeded my PIN tries.  Please advise.,pin_blocked
I have exceeded the number of PIN attempts,pin_blocked
Guide me on how to unblock my PIN,pin_blocked
"My pin needs unblocking, unblock it please?",pin_blocked
I forgot my PIN and now it is blocked.,pin_blocked
I entered my pin wrong  too many times.,pin_blocked
"My PIN seems to be blocked, help me access it?",pin_blocked
I need a new PIN number.,pin_blocked
Please help me unblock my pin which I put the wrong one too many times.,pin_blocked
What should I do if I have used all of my PIN tries?,pin_blocked
My PIN tries have run out. Now what?,pin_blocked
Can I reset my PIN if it is blocked?,pin_blocked
I cannot use my PIN.,pin_blocked
"I logged in wrong and am blocked, how do I log in?",pin_blocked
"My PIN number was incorrect, and I can't access it.",pin_blocked
Where do I find PIN for my card?,pin_blocked
When I was drunk I got my card stuck in your machine because i mis-typed my PIN. What do I need to do to get it restored?,pin_blocked
What's the web address to unblock my pin?,pin_blocked
I forgot my PIN number.,pin_blocked
I tried the wrong PIN too many times.,pin_blocked
Where can I go to get my PIN unblocked?,pin_blocked
Help me unblock my account.  I entered the PIN wrong too many times.,pin_blocked
How to unblock my PIN?,pin_blocked
I have exceeded all my PIN tries,pin_blocked
How many times can I enter a wrong PIN before it is blocked?,pin_blocked
Where am I able to get my PIN unblocked?,pin_blocked
"I have used all my PIN tries, what now?",pin_blocked
I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,pin_blocked
"Would you please unblock my pin? I don't know why, but it's blocked.",pin_blocked
What is the process for unlocking the pin?,pin_blocked
"My PIN has been blocked, what should I do?",pin_blocked
Can I use app to unblock my card?,pin_blocked
What if I type in the wrong PIN too many times?,pin_blocked
"I am blocked now because I entered the wrong pin, need help.",pin_blocked
Where do I go to unblock my PIN?,pin_blocked
"Do I need to select a preference to receive my salary payments in GBP and, if so, where?",receiving_money
Can I transfer my paycheck to the account?,receiving_money
How would my friend be able to send me money?,receiving_money
Will my GPB update my salary,receiving_money
Can I use a different currency with my salary?,receiving_money
Can I use my salary for this?,receiving_money
How can my friend pay me?,receiving_money
How can I receive my salary with a different currency?,receiving_money
Please show me how my friend can send me money.,receiving_money
Can my salary be received here?,receiving_money
Can I transfer my salary if its in GBP?,receiving_money
My salary is in GBP - what should I do?,receiving_money
can my husband open an account and transfer money,receiving_money
Salary in GBP has been received. Does it need to be configured into another place?,receiving_money
My salary is in GBP. Do I need to configure this somewhere?,receiving_money
How can my boss pay me directly to the card?,receiving_money
am i able to receive my salary this way?,receiving_money
I would like to know how my friend would be able to send me money,receiving_money
How can I receive money?,receiving_money
Will my employer be able to pay me with this service,receiving_money
Is it possible for a friend to personally send me a payment?,receiving_money
How can my friend send money to me?,receiving_money
My salary comes in GBP can I change my options somewhere?,receiving_money
I would like to receive my salary in a different currency. How does that work?,receiving_money
How can I receive money from someone?,receiving_money
Can my friend send me money if it is not in US dollars?,receiving_money
What if I need my salary in another currency?,receiving_money
I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,receiving_money
Which foreign currencies can I get transferred into my account?,receiving_money
how do i find out about transfers,receiving_money
Can my salary be received and transferred to my current currency in my country?,receiving_money
"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is this done?",receiving_money
"My friend wants to send me money, can she?",receiving_money
How to receive transfers from my employer when I get paid in GBP?,receiving_money
Do you support direct deposits from my employer?,receiving_money
I need my payment in another currency,receiving_money
Am I allowed to use different currencies?,receiving_money
How do I receive money from someone?,receiving_money
How do I get money from friends?,receiving_money
How can my friend give me money?,receiving_money
How can people transfer money to me?,receiving_money
What do I need to do to get my salary through this?,receiving_money
What can I use to receive my salary?,receiving_money
i want to get my salary deposited as pesos?,receiving_money
What do I need to do to receive my payroll in the account?,receiving_money
Is it ok for a friend to send me money?,receiving_money
What are the steps for my friend to send me money?,receiving_money
"How do I know what my account is set to, I am paid in GBP?",receiving_money
My refund has not yet been credited on my statement,refund_not_showing_up
Why am I missing my refund,refund_not_showing_up
Im not sure if a seller is giving me my money back! I asked them to refund my money for the item but It's been a week now and still nothing has been given back to me. Can you resolve this for me?,refund_not_showing_up
Can you tell me if a credit/refund is coming from a seller? I asked for refund directly from them and am still waiting. It's been a week now and i still havn't seen my refund yet.,refund_not_showing_up
Why is my refund missing in my statement?,refund_not_showing_up
My account isn't showing the refund,refund_not_showing_up
How do I find the refund on my statement?,refund_not_showing_up
I am missing my refund.,refund_not_showing_up
Why can't I see my refund in my statement?,refund_not_showing_up
What is taking so long with my refund?,refund_not_showing_up
Hi I'm waiting for a refund for an item I bought. I have contacted the merchant directly but had nothing back. Can you tell me whether or not you are able to refund me for the item?,refund_not_showing_up
How long will it take to refund me,refund_not_showing_up
I was supposed to get a refund but I do not see it.,refund_not_showing_up
Is there a reason my refund isn't showing on my statement?,refund_not_showing_up
I've been waiting for a refund to show up and I don't see it on my statement yet.,refund_not_showing_up
"Would you please tell me the status of my refund request for a large purchase I made not long ago? I contacted the merchant nearly a week ago, but haven't received it.",refund_not_showing_up
"I keep checking to see if I've received a refund that I requested from a seller, but I'm not seeing the refund. I need you to help me get the refund.",refund_not_showing_up
I returned an item but don't see it on my account?,refund_not_showing_up
Why hasn't my refund appeared on my statement?,refund_not_showing_up
The refund doesn't show in my account,refund_not_showing_up
Please send my refund now.,refund_not_showing_up
Can I check my recent refund in my statement?,refund_not_showing_up
"I don't see my refund money yet in my account. I asked the merchant a while ago for a refund, so I don't know what's taking so long.  Can you look into it and see if the money is there, just not in my account yet?",refund_not_showing_up
Please help me.  I am still waiting on a refund.,refund_not_showing_up
I was supposed to get a refund but it is not showing up on my card,refund_not_showing_up
I requested a refund directly from the seller but I still don't have it. I just want you to send me my money back. I did what you said to do and I still don't have it.,refund_not_showing_up
"I received a refund, however I cannot see it in my account",refund_not_showing_up
"I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?",refund_not_showing_up
"I'm supposed to be getting a refund but it hasn't shown up, now what?",refund_not_showing_up
My refund isn't going fast enough.,refund_not_showing_up
They said I would get a refund but I don't see it on my statement.,refund_not_showing_up
"I requested a refund from a merchant several days ago, but don't see anything showing up in my account yet.  Can you check on your end to see if the money has reached you guys?",refund_not_showing_up
When will I be able to see the refund,refund_not_showing_up
"Can you let me know where my refund money is? I requested a refund a few days back, but it's not showing up yet.  Do you guys have the money yet? Maybe it's just not in my account.  Let me know when it will become available, please.",refund_not_showing_up
I can't see my refund in my history.,refund_not_showing_up
When will a refund post to my account?,refund_not_showing_up
when should I receive my refund,refund_not_showing_up
"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",refund_not_showing_up
Give me a refund now!! I am still waiting.,refund_not_showing_up
Why haven't I received a refund yet?,refund_not_showing_up
How can I check if I have received a refund if it is not yet on my statement?,refund_not_showing_up
Why isn't my refund showing in my statement?,refund_not_showing_up
"I am waiting on this refund, hurry up.",refund_not_showing_up
I need my refund,refund_not_showing_up
I don't see a refund in my account.,refund_not_showing_up
I have not received a refund.,refund_not_showing_up
A while ago i requested a refund from a seller. I keep checking my statement but I have not been refunded yet. I'm confused why i haven't gotten my money back yet but I need your help getting it please.,refund_not_showing_up
My refund for a purchase hasn't  cone through yet.,refund_not_showing_up
I keep checking my statements but nothing shows up. I requested a refund a long time ago but seems it's not reaching my account for some reason. Would you please help me get the money back from the seller.,refund_not_showing_up
My statement does not reflect that a refund has been issued,refund_not_showing_up
When will my returned transaction show up on my account?,refund_not_showing_up
Card refund is not showing up in my statement.,refund_not_showing_up
"i need a refund from you because the merchant is refusing, can you do that?",refund_not_showing_up
I am still waiting to find out the status of my refund. I have made previous attempts to find out what the status is to no avail. Will you please look into this for me?,refund_not_showing_up
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,refund_not_showing_up
Why is my refund not showing up on the statement?,refund_not_showing_up
"I'm looking at my statement, and my refund is not on there.",refund_not_showing_up
I still don't have a refund.,refund_not_showing_up
what is the status of my refund,refund_not_showing_up
Why hasn't my return cleared my account?,refund_not_showing_up
i need a refund right away but the funds aren't available in my account,refund_not_showing_up
Why am I still waiting for my refund,refund_not_showing_up
who should i contact if my refund doesn't go through?,refund_not_showing_up
"I was suppose to be getting a refund for something I purchased a while ago, but It still hasnt been applied to my account. When will I get my money back?",refund_not_showing_up
I made a purchase a few weeks ago but wasn't happy with it so recently requested a refund from the supplier.  Can you check where the money is?,refund_not_showing_up
"Please, I need your help as to whether or not you have money for a large refunded purchase I made. I requested it some time ago from the seller, but nothing is showing up.",refund_not_showing_up
